"","DATE","HLY.CLOD.PCTOVC","HLY.DEWP.NORMAL","HLY.HIDX.NORMAL","HLY.TEMP.NORMAL","HLY.WIND.AVGSPD"
"911","02-07T23:00:00",505,17.9,24.2,24.2,10.4
"912","02-08T00:00:00",490,17.3,23.6,23.6,10.1
"913","02-08T01:00:00",484,17.1,23.2,23.2,10
"914","02-08T02:00:00",485,17.1,22.8,22.8,9.8
"915","02-08T03:00:00",473,16.8,22.4,22.4,9.8
"916","02-08T04:00:00",477,16.7,22.1,22.1,9.7
"917","02-08T05:00:00",479,16.5,21.8,21.8,9.6
"918","02-08T06:00:00",482,16.4,21.8,21.8,9.7
"919","02-08T07:00:00",492,16.2,21.6,21.6,9.8
"920","02-08T08:00:00",516,16.7,22.4,22.4,10.2
"921","02-08T09:00:00",509,17.2,24.1,24.1,11
"922","02-08T10:00:00",483,17.7,26,26,11.7
"923","02-08T11:00:00",477,18.1,27.6,27.6,12.1
"924","02-08T12:00:00",494,18.5,28.9,28.9,12.4
"925","02-08T13:00:00",498,18.8,29.8,29.8,12.7
"926","02-08T14:00:00",487,19,30.3,30.3,12.6
"927","02-08T15:00:00",494,19,30.2,30.2,12.7
"928","02-08T16:00:00",487,19,29.8,29.8,12.5
"929","02-08T17:00:00",486,19.1,28.6,28.6,11.9
"930","02-08T18:00:00",516,19.1,27.3,27.3,11.3
"931","02-08T19:00:00",528,18.9,26.5,26.5,10.9
"932","02-08T20:00:00",517,18.6,25.8,25.8,11
"933","02-08T21:00:00",515,18.3,25.2,25.2,10.8
"934","02-08T22:00:00",513,18.1,24.6,24.6,10.5
"935","02-08T23:00:00",493,17.8,24.2,24.2,10.3
"936","02-09T00:00:00",483,17.3,23.6,23.6,10.1
"937","02-09T01:00:00",475,17.1,23.2,23.2,10
"938","02-09T02:00:00",484,17,22.8,22.8,9.8
"939","02-09T03:00:00",471,16.8,22.4,22.4,9.8
"940","02-09T04:00:00",468,16.6,22,22,9.7
"941","02-09T05:00:00",471,16.4,21.7,21.7,9.6
"942","02-09T06:00:00",485,16.3,21.7,21.7,9.8
"943","02-09T07:00:00",494,16.2,21.5,21.5,9.8
"944","02-09T08:00:00",518,16.6,22.3,22.3,10.3
"945","02-09T09:00:00",516,17.2,24,24,11.2
"946","02-09T10:00:00",483,17.6,25.9,25.9,11.9
"947","02-09T11:00:00",479,18,27.6,27.6,12.2
"948","02-09T12:00:00",500,18.4,28.9,28.9,12.4
"949","02-09T13:00:00",493,18.7,29.8,29.8,12.8
"950","02-09T14:00:00",489,18.9,30.3,30.3,12.8
"951","02-09T15:00:00",493,19,30.3,30.3,12.8
"952","02-09T16:00:00",486,19,29.8,29.8,12.7
"953","02-09T17:00:00",492,19,28.7,28.7,12
"954","02-09T18:00:00",506,19.1,27.5,27.5,11.4
"955","02-09T19:00:00",516,18.9,26.6,26.6,11
"956","02-09T20:00:00",508,18.7,26,26,11.1
"957","02-09T21:00:00",509,18.3,25.4,25.4,10.9
"958","02-09T22:00:00",508,18.2,24.8,24.8,10.6
"959","02-09T23:00:00",501,17.9,24.4,24.4,10.4
"960","02-10T00:00:00",498,17.4,23.8,23.8,10.2
"961","02-10T01:00:00",485,17.3,23.5,23.5,10.1
"962","02-10T02:00:00",493,17.1,23.1,23.1,9.9
"963","02-10T03:00:00",477,16.9,22.7,22.7,9.9
"964","02-10T04:00:00",473,16.8,22.3,22.3,9.8
"965","02-10T05:00:00",473,16.6,22,22,9.7
"966","02-10T06:00:00",477,16.5,21.9,21.9,9.8
"967","02-10T07:00:00",495,16.3,21.7,21.7,9.9
"968","02-10T08:00:00",514,16.8,22.6,22.6,10.4
"969","02-10T09:00:00",509,17.3,24.3,24.3,11.3
"970","02-10T10:00:00",473,17.8,26.2,26.2,12
"971","02-10T11:00:00",470,18.2,27.9,27.9,12.3
"972","02-10T12:00:00",490,18.6,29.2,29.2,12.5
"973","02-10T13:00:00",487,18.9,30.1,30.1,12.9
"974","02-10T14:00:00",485,19.1,30.6,30.6,12.9
"975","02-10T15:00:00",483,19.2,30.6,30.6,13
